CompanyID;CompanyCode;MonthDescription;BusinessUnit;EffectiveDate;WeekNumberOfEffectiveDate;Planned_Released;FirmWO;PlannedWO;DailyCapacity;WeeklyCapacity;MonthlyCapacity;RequestDate;Rate_Hour;PrimaryUOM_Hour;ShortItemNumber;ItemDescription;WorkOrderQuantity;QuantityOrdered;WorkOrderNo;WOStatus;TypeOfRouting;
1;       11007;March;    07FILL01;03-16-22;12;4 473,53;4 474;0;16 942,50;84712,5;389677,5;03-16-22;2694,8989;96,2464;27801;RN101890;159,77;159,77;1033548;30;M;
2;       11007;March;    07FILL01;03-16-22;12;1 618,41;1 618;0;16 942,50;84712,5;389677,5;03-16-22;346,5537;38,506;27807;RN103885;179,82;179,82;1033549;30;M;
3;       11007;March;    07FILL01;03-16-22;12;6 010,78;6 011;0;16 942,50;84712,5;389677,5;03-16-22;2695,4178;134,7709;27800;RN101889;300,54;300,54;1033551;30;M;
4;       11007;March;    07FILL01;03-17-22;12;10 985,70;10 986;0;16 942,50;84712,5;389677,5;03-17-22;3762,2272;75,2445;27802;RN101899;219,71;219,71;1033553;30;M;
5;       11007;March;    07FILL01;03-17-22;12;1 900,27;1 900;0;16 942,50;84712,5;389677,5;03-17-22;1347,7089;134,7709;27798;RN101886;190,03;190,03;1033554;30;M;
6;       11007;March;    07FILL01;03-17-22;12;1 900,27;1 900;0;16 942,50;84712,5;389677,5;03-17-22;1347,7089;134,7709;27798;RN101886;190,03;190,03;1033557;30;M;
7;       11007;March;    07FILL02;03-18-22;12;249,65;250;0;967,50;4837,5;22252,5;03-18-22;78,7526;15,7505;28538;RU106895;49,93;49,93;1033564;30;M;
8;       11007;March;    07FILL01;03-18-22;12;4 501,35;4 501;0;16 942,50;84712,5;389677,5;03-18-22;2695,4178;134,7709;27800;RN101889;225,07;225,07;1033566;30;M;
9;       11007;March;    07FILL01;03-18-22;12;5 236,81;5 237;0;16 942,50;84712,5;389677,5;03-18-22;3767,4919;107,6426;27797;RN101854;149,62;149,62;1033567;30;M;
10;       11007;March;    07FILL01;03-18-22;12;4 501,35;4 501;0;16 942,50;84712,5;389677,5;03-18-22;2695,4178;134,7709;27800;RN101889;225,07;225,07;1033569;30;M;
11;       11007;March;    07FILL01;03-18-22;12;5 236,81;5 237;0;16 942,50;84712,5;389677,5;03-18-22;3767,4919;107,6426;27797;RN101854;149,62;149,62;1033570;30;M;
12;       11007;March;    07FILL01;03-18-22;12;343,05;343;0;16 942,50;84712,5;389677,5;03-18-22;343,0532;42,8816;19147;BN109884;42,88;42,88;1036166;10;M;
13;       11007;March;    07FILL01;03-18-22;12;9 812,50;9 813;0;16 942,50;84712,5;389677,5;03-18-22;3125;89,2857;28669;SF302853;280,36;280,36;1036883;10;M;
14;       11007;March;    07FILL01;03-18-22;12;500,00;500;0;16 942,50;84712,5;389677,5;03-18-22;3125;89,2857;28669;SF302853;14,29;14,29;1036884;10;M;
15;       11007;March;    07FILL01;03-18-22;12;12 776,28;12 776;0;16 942,50;84712,5;389677,5;03-18-22;2695,4178;134,7709;27800;RN101889;638,81;638,81;1036893;10;M;
16;       11007;March;    07FILL01;03-18-22;12;3 288,41;3 288;0;16 942,50;84712,5;389677,5;03-18-22;2695,4178;134,7709;27800;RN101889;164,42;164,42;1036896;10;M;
17;       11007;March;    07FILL01;03-17-22;12;12 291,11;12 291;0;16 942,50;84712,5;389677,5;03-17-22;2695,4178;134,7709;27800;RN101889;1 625,34;614,56;1036900;10;M;
18;       11007;March;    07FILL01;03-18-22;12;20 215,63;20 216;0;16 942,50;84712,5;389677,5;03-18-22;2695,4178;134,7709;27800;RN101889;1 625,34;1 010,78;1036900;10;M;
19;       11007;March;    07FILL01;03-17-22;12;785,59;786;0;16 942,50;84712,5;389677,5;03-17-22;343,0532;42,8816;27806;RN103884;419,81;98,20;1036903;10;M;
20;       11007;March;    07FILL01;03-18-22;12;2 572,90;2 573;0;16 942,50;84712,5;389677,5;03-18-22;343,0532;42,8816;27806;RN103884;419,81;321,61;1036903;10;M;
21;       11007;March;    07FILL01;03-16-22;12;603,00;603;0;16 942,50;84712,5;389677,5;03-16-22;346,5537;38,506;27807;RN103885;67,00;67,00;1036904;10;M;
22;       11007;March;    07FILL01;03-17-22;12;12 857,14;12 857;0;16 942,50;84712,5;389677,5;03-17-22;2695,4178;134,7709;27800;RN101889;1 653,64;642,86;1036910;10;M;
23;       11007;March;    07FILL01;03-18-22;12;20 215,63;20 216;0;16 942,50;84712,5;389677,5;03-18-22;2695,4178;134,7709;27800;RN101889;1 653,64;1 010,78;1036910;10;M;
24;       11007;March;    07FILL01;03-18-22;12;603,00;603;0;16 942,50;84712,5;389677,5;03-18-22;346,5537;38,506;27807;RN103885;67,00;67,00;1036913;10;M;
25;       11007;March;    07FILL01;03-21-22;13;7 343,75;7 344;0;16 942,50;84712,5;389677,5;03-21-22;3125;89,2857;28669;SF302853;209,82;209,82;1033827;30;M;
26;       11007;March;    07FILL01;03-21-22;13;720,83;721;0;16 942,50;84712,5;389677,5;03-21-22;346,5537;38,506;19148;BN109885;80,09;80,09;1033828;30;M;
27;       11007;March;    07FILL01;03-21-22;13;7 343,75;7 344;0;16 942,50;84712,5;389677,5;03-21-22;3125;89,2857;28669;SF302853;209,82;209,82;1033830;30;M;
28;       11007;March;    07FILL01;03-21-22;13;720,83;721;0;16 942,50;84712,5;389677,5;03-21-22;346,5537;38,506;19148;BN109885;80,09;80,09;1033831;30;M;
29;       11007;March;    07FILL01;03-22-22;13;2 102,43;2 102;0;16 942,50;84712,5;389677,5;03-22-22;1347,7089;134,7709;27798;RN101886;210,24;210,24;1033834;30;M;
30;       11007;March;    07FILL01;03-22-22;13;799,31;799;0;16 942,50;84712,5;389677,5;03-22-22;343,0532;42,8816;27806;RN103884;99,91;99,91;1033835;30;M;
31;       11007;March;    07FILL01;03-22-22;13;2 102,43;2 102;0;16 942,50;84712,5;389677,5;03-22-22;1347,7089;134,7709;27798;RN101886;210,24;210,24;1033837;30;M;
32;       11007;March;    07FILL01;03-22-22;13;799,31;799;0;16 942,50;84712,5;389677,5;03-22-22;343,0532;42,8816;27806;RN103884;99,91;99,91;1033838;30;M;
33;       11007;March;    07FILL01;03-23-22;13;12 490,59;12 491;0;16 942,50;84712,5;389677,5;03-23-22;3762,2272;75,2445;27802;RN101899;249,81;249,81;1033840;30;M;
34;       11007;March;    07FILL01;03-23-22;13;2 991,91;2 992;0;16 942,50;84712,5;389677,5;03-23-22;2695,4178;134,7709;27800;RN101889;149,60;149,60;1033841;30;M;
35;       11007;March;    07FILL01;03-23-22;13;2 991,91;2 992;0;16 942,50;84712,5;389677,5;03-23-22;2695,4178;134,7709;27800;RN101889;149,60;149,60;1033843;30;M;
36;       11007;March;    07FILL01;03-23-22;13;12 490,59;12 491;0;16 942,50;84712,5;389677,5;03-23-22;3762,2272;75,2445;27802;RN101899;249,81;249,81;1033844;30;M;
37;       11007;March;    07FILL01;03-24-22;13;1 891,64;1 892;0;16 942,50;84712,5;389677,5;03-24-22;1341,5893;103,1992;27799;RN101888;145,51;145,51;1033846;30;M;
38;       11007;March;    07FILL01;03-24-22;13;7 874,06;7 874;0;16 942,50;84712,5;389677,5;03-24-22;3767,4919;107,6426;27797;RN101854;224,97;224,97;1033847;30;M;
39;       11007;March;    07FILL01;03-24-22;13;7 874,06;7 874;0;16 942,50;84712,5;389677,5;03-24-22;3767,4919;107,6426;27797;RN101854;224,97;224,97;1033850;30;M;
40;       11007;March;    07FILL01;03-24-22;13;1 455,53;1 456;0;16 942,50;84712,5;389677,5;03-24-22;1347,7089;134,7709;27798;RN101886;145,55;145,55;1033872;30;M;
41;       11007;March;    07FILL01;03-25-22;13;9 812,50;9 813;0;16 942,50;84712,5;389677,5;03-25-22;3125;89,2857;28669;SF302853;280,36;280,36;1036168;10;M;
42;       11007;March;    07FILL01;03-21-22;13;27,72;28;0;16 942,50;84712,5;389677,5;03-21-22;346,5537;38,506;19148;BN109885;3,08;3,08;1036885;10;M;
43;       11007;April;    07FILL01;04-01-22;14;500,00;500;0;16 942,50;84712,5;338850;04-01-22;3125;89,2857;28669;SF302853;14,29;14,29;1036169;10;M;
44;       11007;April;    07FILL01;04-01-22;14;4 439,43;4 439;0;16 942,50;84712,5;338850;04-01-22;3762,2272;75,2445;27802;RN101899;88,79;88,79;1036889;10;M;
45;       11007;April;    07FILL01;04-01-22;14;1 999,13;1 999;0;16 942,50;84712,5;338850;04-01-22;437,4453;87,4891;27803;RN103881;399,83;399,83;1036890;10;M;
46;       11007;April;    07FILL01;04-01-22;14;3 422,52;3 423;0;16 942,50;84712,5;338850;04-01-22;2694,8989;96,2464;27801;RN101890;122,23;122,23;1036897;10;M;
47;       11007;April;    07FILL01;04-01-22;14;9 812,50;9 813;0;16 942,50;84712,5;338850;04-01-22;3125;89,2857;28669;SF302853;280,36;280,36;1036906;10;M;
48;       11007;April;    07FILL01;04-01-22;14;968,75;969;0;16 942,50;84712,5;338850;04-01-22;3125;89,2857;28669;SF302853;27,68;27,68;1036907;10;M;
49;       11007;April;    07FILL01;04-01-22;14;603,00;603;0;16 942,50;84712,5;338850;04-01-22;346,5537;38,506;27807;RN103885;67,00;67,00;1036915;10;M;
50;       11007;April;    07FILL01;04-08-22;15;7 789,76;0;7 790;16 942,50;84712,5;338850;04-08-22;2695,4178;134,7709;27800;RN101889;389,49;389,49;0;;;
51;       11007;April;    07FILL01;04-08-22;15;540,62;0;541;16 942,50;84712,5;338850;04-08-22;346,5537;38,506;27807;RN103885;60,07;60,07;0;;;
52;       11007;April;    07FILL01;04-08-22;15;2 001,33;2 001;0;16 942,50;84712,5;338850;04-08-22;332,4468;66,4894;27804;RN103882;400,27;400,27;1036891;10;M;
53;       11007;April;    07FILL01;04-08-22;15;14 015,07;14 015;0;16 942,50;84712,5;338850;04-08-22;3767,4919;107,6426;27797;RN101854;400,43;400,43;1036899;10;M;
54;       11007;April;    07FILL01;04-08-22;15;3 422,52;3 423;0;16 942,50;84712,5;338850;04-08-22;2694,8989;96,2464;27801;RN101890;122,23;122,23;1036901;10;M;
55;       11007;April;    07FILL01;04-08-22;15;9 812,50;9 813;0;16 942,50;84712,5;338850;04-08-22;3125;89,2857;28669;SF302853;280,36;280,36;1036917;10;M;
56;       11007;April;    07FILL01;04-07-22;15;3 234,50;3 235;0;16 942,50;84712,5;338850;04-07-22;2695,4178;134,7709;27800;RN101889;1 172,51;161,73;1036930;10;M;
57;       11007;April;    07FILL01;04-08-22;15;20 215,63;20 216;0;16 942,50;84712,5;338850;04-08-22;2695,4178;134,7709;27800;RN101889;1 172,51;1 010,78;1036930;10;M;
58;       11007;April;    07FILL01;04-07-22;15;785,59;786;0;16 942,50;84712,5;338850;04-07-22;343,0532;42,8816;27806;RN103884;419,81;98,20;1036935;10;M;
